number,generation,index_within_generation,parent,r_coord,theta_coord,weight
5692,4,1344,7083,4.3500000000000005,199.16666666666666,0.01
5693,8,1276,6084,4.83,204.0,0.01
5694,8,1277,5085,4.83,222.75,0.01
5695,8,1278,4086,4.3500000000000005,220.0,0.01
5696,5,726,3996,24.51,220.9090909090909,0.01
5697,8,1279,4086,4.3500000000000005,220.83333333333334,0.01
5698,3,324,4176,36.99,216.25,0.01
5699,4,1345,4266,1.47,217.5,0.01
5700,6,858,7443,15.99,185.0,0.01
5701,4,1346,7353,2.19,191.66666666666666,0.01
5702,7,945,7263,2.91,196.25,0.01
5703,6,859,7173,13.47,197.0,0.01
5704,4,1347,7083,4.3500000000000005,200.0,0.01
5705,5,727,6993,2.43,198.0,0.01
5706,4,1348,7083,4.3500000000000005,200.83333333333334,0.01
5707,6,860,7173,13.47,198.0,0.01
5708,7,946,8172,13.950000000000001,195.0,0.01
5709,4,1349,9171,1.71,192.85714285714286,0.01
5710,4,1350,7353,2.19,193.33333333333334,0.01
5711,5,728,6354,19.95,196.875,0.01
5712,4,1351,6264,29.79,198.75,0.01
5713,2,218,6174,99.92,199.6875,0.01
5714,8,1280,6084,4.83,204.75,0.01
5715,7,947,5994,7.79,203.8235294117647,0.01
5716,8,1281,6084,4.83,205.5,0.01
5717,2,219,6174,99.92,200.625,0.01
5718,6,861,7173,13.47,199.0,0.01
5719,7,948,8172,13.950000000000001,196.25,0.01
5720,7,949,7263,2.91,197.5,0.01
5721,4,1352,6264,29.79,200.0,0.01
5722,6,862,5265,5.91,219.0,0.01
5723,8,1282,5175,3.63,218.0,0.01
5724,8,1283,5085,4.83,223.5,0.01
5725,7,950,4995,2.83,223.71428571428572,0.01
5726,8,1284,5085,4.83,224.25,0.01
5727,8,1285,5175,3.63,219.0,0.01
5728,2,220,6174,99.92,201.5625,0.01
5729,6,863,7173,13.47,200.0,0.01
5730,6,864,7173,13.47,201.0,0.01
5731,2,221,6174,99.92,202.5,0.01
5732,8,1286,5175,3.63,220.0,0.01
5733,3,325,4176,36.99,217.5,0.01
5734,8,1287,4086,4.3500000000000005,221.66666666666666,0.01
5735,5,729,3996,24.51,222.27272727272728,0.01
5736,8,1288,4086,4.3500000000000005,222.5,0.01
5737,3,326,4176,36.99,218.75,0.01
5738,8,1289,5175,3.63,221.0,0.01
5739,2,222,6174,99.92,203.4375,0.01
5740,4,1353,7083,4.3500000000000005,201.66666666666666,0.01
5741,8,1290,6084,4.83,206.25,0.01
5742,8,1291,5085,4.83,225.0,0.01
5743,8,1292,4086,4.3500000000000005,223.33333333333334,0.01
5744,4,1354,3087,23.91,218.57142857142858,0.01
5745,7,951,2997,2.27,218.57142857142858,0.01
5746,4,1355,3087,23.91,219.64285714285714,0.01
5747,6,865,3177,1.71,214.28571428571428,0.01
5748,3,327,4176,36.99,220.0,0.01
5749,8,1293,5175,3.63,222.0,0.01
5750,5,730,6993,2.43,199.5,0.01
5751,7,952,5994,7.79,205.14705882352942,0.01
5752,7,953,4995,2.83,225.0,0.01
5753,5,731,3996,24.51,223.63636363636363,0.01
5754,7,954,2997,2.27,220.17857142857142,0.01
5755,5,732,1998,14.35,218.25,0.01
5756,4,1356,2088,1.95,217.5,0.01
5757,7,955,2178,0.51,210.0,0.01
5758,6,866,3177,1.71,216.42857142857142,0.01
5759,3,328,4176,36.99,221.25,0.01
5760,4,1357,7083,4.3500000000000005,202.5,0.01
5761,8,1294,6084,4.83,207.0,0.01
5762,8,1295,5085,4.83,225.75,0.01
5763,8,1296,4086,4.3500000000000005,224.16666666666666,0.01
5764,4,1358,3087,23.91,220.71428571428572,0.01
5765,4,1359,2088,1.95,219.375,0.01
5766,5,733,1998,14.35,220.5,0.01
5767,4,1360,2088,1.95,221.25,0.01
5768,4,1361,3087,23.91,221.78571428571428,0.01
5769,8,1297,4086,4.3500000000000005,225.0,0.01
5770,6,867,7173,13.47,202.0,0.01
5771,2,223,6174,99.92,204.375,0.01
5772,8,1298,5175,3.63,223.0,0.01
5773,3,329,4176,36.99,222.5,0.01
5774,6,868,3177,1.71,218.57142857142858,0.01
5775,7,956,2178,0.51,217.5,0.01
5776,4,1362,2088,1.95,223.125,0.01
5777,5,734,1998,14.35,222.75,0.01
5778,7,957,2997,2.27,221.78571428571428,0.01
5779,5,735,3996,24.51,225.0,0.01
5780,7,958,8172,13.950000000000001,197.5,0.01
5781,6,869,7173,13.47,203.0,0.01
5782,2,224,6174,99.92,205.3125,0.01
5783,8,1299,5175,3.63,224.0,0.01
5784,3,330,4176,36.99,223.75,0.01
5785,6,870,3177,1.71,220.71428571428572,0.01
5786,4,1363,3087,23.91,222.85714285714286,0.01
5787,7,959,2997,2.27,223.39285714285714,0.01
5788,4,1364,3087,23.91,223.92857142857142,0.01
5789,8,1300,4086,4.3500000000000005,225.83333333333334,0.01
5790,4,1365,9171,1.71,195.0,0.01
5791,7,960,8172,13.950000000000001,198.75,0.01
5792,6,871,7173,13.47,204.0,0.01
5793,2,225,6174,99.92,206.25,0.01
5794,8,1301,5175,3.63,225.0,0.01
5795,3,331,4176,36.99,225.0,0.01
5796,8,1302,4086,4.3500000000000005,226.66666666666666,0.01
5797,5,736,3996,24.51,226.36363636363637,0.01
5798,8,1303,4086,4.3500000000000005,227.5,0.01
5799,3,332,4176,36.99,226.25,0.01
5800,8,1304,8442,1.47,185.0,0.01
5801,3,333,8352,34.89,193.125,0.01
5802,6,872,8262,2.43,196.5,0.01
5803,7,961,8172,13.950000000000001,200.0,0.01
5804,4,1366,8082,19.47,197.14285714285714,0.01
5805,7,962,7992,7.63,195.65217391304347,0.01
5806,4,1367,8082,19.47,198.21428571428572,0.01
5807,7,963,8172,13.950000000000001,201.25,0.01
5808,6,873,8262,2.43,198.0,0.01
5809,4,1368,9261,1.47,195.0,0.01
5810,3,334,8352,34.89,195.0,0.01
5811,4,1369,7353,2.19,195.0,0.01
5812,7,964,7263,2.91,198.75,0.01
5813,6,874,7173,13.47,205.0,0.01
5814,4,1370,7083,4.3500000000000005,203.33333333333334,0.01
5815,5,737,6993,2.43,201.0,0.01
5816,4,1371,7083,4.3500000000000005,204.16666666666666,0.01
5817,6,875,7173,13.47,206.0,0.01
5818,7,965,7263,2.91,200.0,0.01
5819,6,876,8262,2.43,199.5,0.01
5820,6,877,8262,2.43,201.0,0.01
5821,7,966,7263,2.91,201.25,0.01
5822,4,1372,6264,29.79,201.25,0.01
5823,2,226,6174,99.92,207.1875,0.01
5824,8,1305,6084,4.83,207.75,0.01
5825,7,967,5994,7.79,206.47058823529412,0.01
5826,8,1306,6084,4.83,208.5,0.01
5827,2,227,6174,99.92,208.125,0.01
5828,4,1373,6264,29.79,202.5,0.01
5829,7,968,7263,2.91,202.5,0.01
5830,7,969,8172,13.950000000000001,202.5,0.01
5831,6,878,7173,13.47,207.0,0.01
5832,2,228,6174,99.92,209.0625,0.01
5833,8,1307,5175,3.63,226.0,0.01
5834,8,1308,5085,4.83,226.5,0.01
5835,7,970,4995,2.83,226.28571428571428,0.01
5836,8,1309,5085,4.83,227.25,0.01
5837,8,1310,5175,3.63,227.0,0.01
5838,6,879,5265,5.91,220.5,0.01
5839,4,1374,6264,29.79,203.75,0.01
5840,4,1375,8082,19.47,199.28571428571428,0.01
5841,4,1376,7083,4.3500000000000005,205.0,0.01
5842,8,1311,6084,4.83,209.25,0.01
5843,8,1312,5085,4.83,228.0,0.01
5844,8,1313,4086,4.3500000000000005,228.33333333333334,0.01
5845,5,738,3996,24.51,227.72727272727272,0.01
5846,8,1314,4086,4.3500000000000005,229.16666666666666,0.01
5847,3,335,4176,36.99,227.5,0.01
5848,4,1377,4266,1.47,220.0,0.01
5849,6,880,5265,5.91,222.0,0.01
5850,7,971,7992,7.63,197.6086956521739,0.01
5851,5,739,6993,2.43,202.5,0.01
5852,7,972,5994,7.79,207.7941176470588,0.01
5853,7,973,4995,2.83,227.57142857142858,0.01
5854,5,740,3996,24.51,229.0909090909091,0.01
5855,7,974,2997,2.27,225.0,0.01
5856,4,1378,3087,23.91,225.0,0.01
5857,6,881,3177,1.71,222.85714285714286,0.01
5858,7,975,3267,0.45,214.28571428571428,0.01
5859,4,1379,4266,1.47,222.5,0.01
5860,4,1380,8082,19.47,200.35714285714286,0.01
5861,4,1381,7083,4.3500000000000005,205.83333333333334,0.01
5862,8,1315,6084,4.83,210.0,0.01
5863,8,1316,5085,4.83,228.75,0.01
5864,8,1317,4086,4.3500000000000005,230.0,0.01
5865,4,1382,3087,23.91,226.07142857142858,0.01
5866,7,976,2997,2.27,226.60714285714286,0.01
5867,4,1383,3087,23.91,227.14285714285714,0.01
5868,6,882,3177,1.71,225.0,0.01
5869,3,336,4176,36.99,228.75,0.01
5870,7,977,8172,13.950000000000001,203.75,0.01
5871,6,883,7173,13.47,208.0,0.01
5872,2,229,6174,99.92,210.0,0.01
5873,8,1318,5175,3.63,228.0,0.01
5874,3,337,4176,36.99,230.0,0.01
5875,6,884,3177,1.71,227.14285714285714,0.01
5876,4,1384,3087,23.91,228.21428571428572,0.01
5877,7,978,2997,2.27,228.21428571428572,0.01
5878,4,1385,3087,23.91,229.28571428571428,0.01
5879,8,1319,4086,4.3500000000000005,230.83333333333334,0.01
5880,6,885,8262,2.43,202.5,0.01
5881,7,979,7263,2.91,203.75,0.01
5882,4,1386,6264,29.79,205.0,0.01
5883,6,886,5265,5.91,223.5,0.01
5884,4,1387,4266,1.47,225.0,0.01
5885,7,980,3267,0.45,222.85714285714286,0.01
5886,6,887,3177,1.71,229.28571428571428,0.01
5887,4,1388,3087,23.91,230.35714285714286,0.01
5888,7,981,2997,2.27,229.82142857142858,0.01
5889,5,741,3996,24.51,230.45454545454547,0.01
5890,4,1389,9261,1.47,197.5,0.01
5891,6,888,8262,2.43,204.0,0.01
5892,7,982,7263,2.91,205.0,0.01
5893,4,1390,6264,29.79,206.25,0.01
5894,6,889,5265,5.91,225.0,0.01
5895,4,1391,4266,1.47,227.5,0.01
5896,3,338,4176,36.99,231.25,0.01
5897,8,1320,4086,4.3500000000000005,231.66666666666666,0.01
5898,5,742,3996,24.51,231.8181818181818,0.01
5899,8,1321,4086,4.3500000000000005,232.5,0.01
5900,8,1322,9441,0.99,187.5,0.01
5901,8,1323,9351,1.23,195.0,0.01
5902,4,1392,9261,1.47,200.0,0.01
5903,4,1393,9171,1.71,197.14285714285714,0.01
5904,5,743,9081,1.95,195.0,0.01
5905,5,744,8991,1.79,193.84615384615384,0.01
5906,5,745,9081,1.95,196.875,0.01
5907,4,1394,9171,1.71,199.28571428571428,0.01
5908,4,1395,9261,1.47,202.5,0.01
5909,8,1324,9351,1.23,198.0,0.01
5910,8,1325,9351,1.23,201.0,0.01
5911,3,339,8352,34.89,196.875,0.01
5912,6,890,8262,2.43,205.5,0.01
5913,7,983,8172,13.950000000000001,205.0,0.01
5914,4,1396,8082,19.47,201.42857142857142,0.01
5915,7,984,7992,7.63,199.56521739130434,0.01
5916,4,1397,8082,19.47,202.5,0.01
5917,7,985,8172,13.950000000000001,206.25,0.01
5918,6,891,8262,2.43,207.0,0.01
5919,3,340,8352,34.89,198.75,0.01
5920,4,1398,9261,1.47,205.0,0.01
5921,6,892,8262,2.43,208.5,0.01
5922,7,986,7263,2.91,206.25,0.01
5923,6,893,7173,13.47,209.0,0.01
5924,4,1399,7083,4.3500000000000005,206.66666666666666,0.01
5925,5,746,6993,2.43,204.0,0.01
5926,4,1400,7083,4.3500000000000005,207.5,0.01
5927,6,894,7173,13.47,210.0,0.01
5928,7,987,7263,2.91,207.5,0.01
5929,4,1401,7353,2.19,196.66666666666666,0.01
5930,4,1402,9171,1.71,201.42857142857142,0.01
5931,7,988,8172,13.950000000000001,207.5,0.01
5932,6,895,7173,13.47,211.0,0.01
5933,2,230,6174,99.92,210.9375,0.01
5934,8,1326,6084,4.83,210.75,0.01
5935,7,989,5994,7.79,209.11764705882354,0.01
5936,8,1327,6084,4.83,211.5,0.01
5937,2,231,6174,99.92,211.875,0.01
5938,4,1403,6264,29.79,207.5,0.01
5939,5,747,6354,19.95,198.75,0.01
5940,5,748,9081,1.95,198.75,0.01
5941,4,1404,8082,19.47,203.57142857142858,0.01
5942,4,1405,7083,4.3500000000000005,208.33333333333334,0.01
5943,8,1328,6084,4.83,212.25,0.01
5944,8,1329,5085,4.83,229.5,0.01
5945,7,990,4995,2.83,228.85714285714286,0.01
5946,8,1330,5085,4.83,230.25,0.01
5947,8,1331,5175,3.63,229.0,0.01
5948,6,896,5265,5.91,226.5,0.01
5949,6,897,5355,11.790000000000001,219.0,0.01
5950,5,749,8991,1.79,197.30769230769232,0.01
5951,7,991,7992,7.63,201.52173913043478,0.01
5952,5,750,6993,2.43,205.5,0.01
5953,7,992,5994,7.79,210.44117647058823,0.01
5954,7,993,4995,2.83,230.14285714285714,0.01
5955,5,751,3996,24.51,233.1818181818182,0.01
5956,8,1332,4086,4.3500000000000005,233.33333333333334,0.01
5957,3,341,4176,36.99,232.5,0.01
5958,4,1406,4266,1.47,230.0,0.01
5959,5,752,4356,0.39,220.0,0.01
5960,5,753,9081,1.95,200.625,0.01
5961,4,1407,8082,19.47,204.64285714285714,0.01
5962,4,1408,7083,4.3500000000000005,209.16666666666666,0.01
5963,8,1333,6084,4.83,213.0,0.01
5964,8,1334,5085,4.83,231.0,0.01
5965,8,1335,4086,4.3500000000000005,234.16666666666666,0.01
5966,5,754,3996,24.51,234.54545454545453,0.01
5967,8,1336,4086,4.3500000000000005,235.0,0.01
5968,3,342,4176,36.99,233.75,0.01
5969,4,1409,4266,1.47,232.5,0.01
5970,4,1410,9171,1.71,203.57142857142858,0.01
5971,7,994,8172,13.950000000000001,208.75,0.01
5972,6,898,7173,13.47,212.0,0.01
5973,2,232,6174,99.92,212.8125,0.01
5974,8,1337,5175,3.63,230.0,0.01
5975,3,343,4176,36.99,235.0,0.01
5976,8,1338,4086,4.3500000000000005,235.83333333333334,0.01
5977,5,755,3996,24.51,235.9090909090909,0.01
5978,8,1339,4086,4.3500000000000005,236.66666666666666,0.01
5979,3,344,4176,36.99,236.25,0.01
5980,4,1411,9261,1.47,207.5,0.01
5981,6,899,8262,2.43,210.0,0.01
5982,7,995,7263,2.91,208.75,0.01
5983,4,1412,6264,29.79,208.75,0.01
5984,6,900,5265,5.91,228.0,0.01
5985,4,1413,4266,1.47,235.0,0.01
5986,3,345,4176,36.99,237.5,0.01
5987,8,1340,4086,4.3500000000000005,237.5,0.01
5988,5,756,3996,24.51,237.27272727272728,0.01
5989,8,1341,4086,4.3500000000000005,238.33333333333334,0.01
5990,8,1342,9351,1.23,204.0,0.01
5991,3,346,8352,34.89,200.625,0.01
5992,4,1414,7353,2.19,198.33333333333334,0.01
5993,5,757,6354,19.95,200.625,0.01
5995,5,758,4356,0.39,230.0,0.01
5996,4,1415,4266,1.47,237.5,0.01
5997,3,347,4176,36.99,238.75,0.01
5998,8,1343,4086,4.3500000000000005,239.16666666666666,0.01
5999,5,759,3996,24.51,238.63636363636363,0.01
6000,7,996,5994,7.79,211.76470588235293,0.01
6001,8,1344,6084,4.83,213.75,0.01
6002,2,233,6174,99.92,213.75,0.01
6003,4,1416,6264,29.79,210.0,0.01
6004,5,760,6354,19.95,202.5,0.01
6005,6,902,6444,0.99,191.25,0.01
6006,5,761,6534,0.27,180.0,0.01
6007,4,1417,7533,0.75,180.0,0.01
6008,3,348,8532,24.27,180.0,0.01
6009,8,1345,9531,0.75,180.0,0.01
6010,8,1346,6084,4.83,214.5,0.01
6011,7,997,5994,7.79,213.08823529411765,0.01
6012,8,1347,6084,4.83,215.25,0.01
6013,2,234,6174,99.92,214.6875,0.01
6014,4,1418,6264,29.79,211.25,0.01
6015,5,762,6354,19.95,204.375,0.01
6016,6,903,6444,0.99,195.0,0.01
6017,6,904,7443,15.99,187.5,0.01
6018,8,1348,8442,1.47,187.5,0.01
6019,8,1349,9441,0.99,191.25,0.01
6020,2,235,6174,99.92,215.625,0.01
6021,8,1350,6084,4.83,216.0,0.01
6022,7,998,5994,7.79,214.41176470588235,0.01
6023,8,1351,6084,4.83,216.75,0.01
6024,2,236,6174,99.92,216.5625,0.01
6025,4,1419,6264,29.79,212.5,0.01
6026,5,763,6354,19.95,206.25,0.01
6027,4,1420,7353,2.19,200.0,0.01
6028,3,349,8352,34.89,202.5,0.01
6029,8,1352,9351,1.23,207.0,0.01
6030,4,1421,6264,29.79,213.75,0.01
6031,2,237,6174,99.92,217.5,0.01
6032,8,1353,6084,4.83,217.5,0.01
6033,7,999,5994,7.79,215.73529411764707,0.01
6034,8,1354,6084,4.83,218.25,0.01
6035,2,238,6174,99.92,218.4375,0.01
6036,4,1422,6264,29.79,215.0,0.01
6037,7,1000,7263,2.91,210.0,0.01
6038,6,905,8262,2.43,211.5,0.01
6039,4,1423,9261,1.47,210.0,0.01
6040,5,764,6354,19.95,208.125,0.01
6041,4,1424,6264,29.79,216.25,0.01
6042,2,239,6174,99.92,219.375,0.01
6043,8,1355,6084,4.83,219.0,0.01
6044,7,1001,5994,7.79,217.05882352941177,0.01
6045,8,1356,6084,4.83,219.75,0.01
6046,2,240,6174,99.92,220.3125,0.01
6047,6,906,7173,13.47,213.0,0.01
6048,7,1002,8172,13.950000000000001,210.0,0.01
6049,4,1425,9171,1.71,205.71428571428572,0.01
6050,6,907,6444,0.99,198.75,0.01
6051,5,765,6354,19.95,210.0,0.01
6052,4,1426,6264,29.79,217.5,0.01
6053,2,241,6174,99.92,221.25,0.01
6054,8,1357,6084,4.83,220.5,0.01
6055,7,1003,5994,7.79,218.38235294117646,0.01
6056,8,1358,6084,4.83,221.25,0.01
6057,4,1427,7083,4.3500000000000005,210.0,0.01
6058,4,1428,8082,19.47,205.71428571428572,0.01
6059,5,766,9081,1.95,202.5,0.01
6060,5,767,6534,0.27,195.0,0.01
6061,6,908,6444,0.99,202.5,0.01
6062,5,768,6354,19.95,211.875,0.01
6063,4,1429,6264,29.79,218.75,0.01
6064,2,242,6174,99.92,222.1875,0.01
6065,8,1359,6084,4.83,222.0,0.01
6066,7,1004,5994,7.79,219.7058823529412,0.01
6067,5,769,6993,2.43,207.0,0.01
6068,7,1005,7992,7.63,203.47826086956522,0.01
6069,5,770,8991,1.79,200.76923076923077,0.01
6070,4,1430,7533,0.75,185.0,0.01
6071,6,909,7443,15.99,190.0,0.01
6072,4,1431,7353,2.19,201.66666666666666,0.01
6073,7,1006,7263,2.91,211.25,0.01
6074,6,910,7173,13.47,214.0,0.01
6075,4,1432,7083,4.3500000000000005,210.83333333333334,0.01
6076,5,771,6993,2.43,208.5,0.01
6077,4,1433,7083,4.3500000000000005,211.66666666666666,0.01
6078,4,1434,8082,19.47,206.78571428571428,0.01
6079,5,772,9081,1.95,204.375,0.01
6080,3,350,8532,24.27,183.75,0.01
6081,8,1360,8442,1.47,190.0,0.01
6082,3,351,8352,34.89,204.375,0.01
6083,6,911,8262,2.43,213.0,0.01
6085,4,1435,8082,19.47,207.85714285714286,0.01
6086,7,1008,7992,7.63,205.43478260869566,0.01
6087,4,1436,8082,19.47,208.92857142857142,0.01
6088,7,1009,8172,13.950000000000001,212.5,0.01
6089,4,1437,9171,1.71,207.85714285714286,0.01
6090,8,1361,9531,0.75,185.0,0.01
6091,8,1362,9441,0.99,195.0,0.01
6092,8,1363,9351,1.23,210.0,0.01
6093,4,1438,9261,1.47,212.5,0.01
6094,4,1439,9171,1.71,210.0,0.01
6095,5,773,9081,1.95,206.25,0.01
6096,5,774,8991,1.79,204.23076923076923,0.01
6097,5,775,9081,1.95,208.125,0.01
6098,4,1440,9171,1.71,212.14285714285714,0.01
6099,4,1441,9261,1.47,215.0,0.01
6100,8,1364,6084,4.83,222.75,0.01
6101,7,1010,5994,7.79,221.02941176470588,0.01
6102,8,1365,6084,4.83,223.5,0.01
6103,2,243,6174,99.92,223.125,0.01
6104,4,1442,6264,29.79,220.0,0.01
6105,5,776,6354,19.95,213.75,0.01
6106,6,912,6444,0.99,206.25,0.01
6107,6,913,7443,15.99,192.5,0.01
6108,8,1366,8442,1.47,192.5,0.01
6109,8,1367,9441,0.99,198.75,0.01
6110,7,1011,5994,7.79,222.35294117647058,0.01
6111,7,1012,4995,2.83,231.42857142857142,0.01
6112,8,1368,5085,4.83,231.75,0.01
6113,8,1369,5175,3.63,231.0,0.01
6114,6,914,5265,5.91,229.5,0.01
6115,6,915,5355,11.790000000000001,225.0,0.01
6116,6,916,5445,0.33,216.0,0.01
6117,6,917,6444,0.99,210.0,0.01
6118,6,918,7443,15.99,195.0,0.01
6119,8,1370,8442,1.47,195.0,0.01
6120,8,1371,6084,4.83,224.25,0.01
6121,8,1372,5085,4.83,232.5,0.01
6122,7,1013,4995,2.83,232.71428571428572,0.01
6123,8,1373,5085,4.83,233.25,0.01
6124,8,1374,5175,3.63,232.0,0.01
6125,6,919,5265,5.91,231.0,0.01
6126,6,920,5355,11.790000000000001,228.0,0.01
6127,5,777,6354,19.95,215.625,0.01
6128,4,1443,7353,2.19,203.33333333333334,0.01
6129,3,352,8352,34.89,206.25,0.01
6130,2,244,6174,99.92,224.0625,0.01
6131,8,1375,5175,3.63,233.0,0.01
6132,8,1376,5085,4.83,234.0,0.01
6133,7,1014,4995,2.83,234.0,0.01
6134,8,1377,5085,4.83,234.75,0.01
6135,8,1378,5175,3.63,234.0,0.01
6136,6,921,5265,5.91,232.5,0.01
6137,4,1444,6264,29.79,221.25,0.01
6138,7,1015,7263,2.91,212.5,0.01
6139,6,922,8262,2.43,214.5,0.01
6140,4,1445,6264,29.79,222.5,0.01
6141,6,923,5265,5.91,234.0,0.01
6142,8,1379,5175,3.63,235.0,0.01
6143,8,1380,5085,4.83,235.5,0.01
6144,7,1016,4995,2.83,235.28571428571428,0.01
6145,8,1381,5085,4.83,236.25,0.01
6146,8,1382,5175,3.63,236.0,0.01
6147,2,245,6174,99.92,225.0,0.01
6148,6,924,7173,13.47,215.0,0.01
6149,7,1017,8172,13.950000000000001,213.75,0.01
6150,5,778,6354,19.95,217.5,0.01
6151,6,925,5355,11.790000000000001,231.0,0.01
6152,6,926,5265,5.91,235.5,0.01
6153,8,1383,5175,3.63,237.0,0.01
6154,8,1384,5085,4.83,237.0,0.01
6155,7,1018,4995,2.83,236.57142857142858,0.01
6156,8,1385,5085,4.83,237.75,0.01
6157,8,1386,6084,4.83,225.0,0.01
6158,4,1446,7083,4.3500000000000005,212.5,0.01
6159,4,1447,8082,19.47,210.0,0.01
6160,6,927,6444,0.99,213.75,0.01
6161,6,928,5445,0.33,228.0,0.01
6162,6,929,5355,11.790000000000001,234.0,0.01
6163,6,930,5265,5.91,237.0,0.01
6164,8,1387,5175,3.63,238.0,0.01
6165,8,1388,5085,4.83,238.5,0.01
6166,7,1019,4995,2.83,237.85714285714286,0.01
6167,7,1020,5994,7.79,223.6764705882353,0.01
6168,5,779,6993,2.43,210.0,0.01
6169,7,1021,7992,7.63,207.3913043478261,0.01
6170,6,931,7443,15.99,197.5,0.01
6171,6,932,6444,0.99,217.5,0.01
6172,5,780,6354,19.95,219.375,0.01
6173,4,1448,6264,29.79,223.75,0.01
6175,8,1389,6084,4.83,225.75,0.01
6176,7,1022,5994,7.79,225.0,0.01
6177,8,1390,6084,4.83,226.5,0.01
6178,4,1449,7083,4.3500000000000005,213.33333333333334,0.01
6179,4,1450,8082,19.47,211.07142857142858,0.01
6180,8,1391,8442,1.47,197.5,0.01
6181,6,933,7443,15.99,200.0,0.01
6182,4,1451,7353,2.19,205.0,0.01
6183,7,1023,7263,2.91,213.75,0.01
6184,6,934,7173,13.47,216.0,0.01
6185,4,1452,7083,4.3500000000000005,214.16666666666666,0.01
6186,5,781,6993,2.43,211.5,0.01
6187,4,1453,7083,4.3500000000000005,215.0,0.01
6188,6,935,7173,13.47,217.0,0.01
6189,7,1024,8172,13.950000000000001,215.0,0.01
6190,8,1392,9441,0.99,202.5,0.01
6191,8,1393,8442,1.47,200.0,0.01
6192,3,353,8352,34.89,208.125,0.01
6193,6,936,8262,2.43,216.0,0.01
6194,7,1025,8172,13.950000000000001,216.25,0.01
6195,4,1454,8082,19.47,212.14285714285714,0.01
6196,7,1026,7992,7.63,209.34782608695653,0.01
6197,4,1455,8082,19.47,213.21428571428572,0.01
6198,7,1027,8172,13.950000000000001,217.5,0.01
6199,6,937,8262,2.43,217.5,0.01
6200,2,246,6174,99.92,226.875,0.01
6201,8,1394,6084,4.83,227.25,0.01
6202,7,1028,5994,7.79,226.3235294117647,0.01
6203,8,1395,6084,4.83,228.0,0.01
6204,2,247,6174,99.92,227.8125,0.01
6205,4,1456,6264,29.79,225.0,0.01
6206,5,782,6354,19.95,221.25,0.01
6207,4,1457,7353,2.19,206.66666666666666,0.01
6208,3,354,8352,34.89,210.0,0.01
6209,8,1396,9351,1.23,213.0,0.01
6210,8,1397,6084,4.83,228.75,0.01
6211,8,1398,5085,4.83,239.25,0.01
6212,7,1029,4995,2.83,239.14285714285714,0.01
6213,8,1399,5085,4.83,240.0,0.01
6214,8,1400,5175,3.63,239.0,0.01
6215,6,938,5265,5.91,238.5,0.01
6216,6,939,5355,11.790000000000001,237.0,0.01
6217,5,783,6354,19.95,223.125,0.01
6218,4,1458,7353,2.19,208.33333333333334,0.01
6219,3,355,8352,34.89,211.875,0.01
6220,7,1030,5994,7.79,227.64705882352942,0.01
6221,7,1031,4995,2.83,240.42857142857142,0.01
6222,5,784,3996,24.51,240.0,0.01
6223,8,1401,4086,4.3500000000000005,240.0,0.01
6224,3,356,4176,36.99,240.0,0.01
6225,4,1459,4266,1.47,240.0,0.01
6226,5,785,4356,0.39,240.0,0.01
6227,6,940,5355,11.790000000000001,240.0,0.01
6228,5,786,6354,19.95,225.0,0.01
6229,4,1460,7353,2.19,210.0,0.01
6230,8,1402,6084,4.83,229.5,0.01
6231,8,1403,5085,4.83,240.75,0.01
6232,8,1404,4086,4.3500000000000005,240.83333333333334,0.01
6233,5,787,3996,24.51,241.36363636363637,0.01
6234,8,1405,4086,4.3500000000000005,241.66666666666666,0.01
6235,3,357,4176,36.99,241.25,0.01
6236,4,1461,4266,1.47,242.5,0.01
6237,6,941,5265,5.91,240.0,0.01
6238,4,1462,6264,29.79,226.25,0.01
6239,7,1032,7263,2.91,215.0,0.01
6240,2,248,6174,99.92,228.75,0.01
6241,8,1406,5175,3.63,240.0,0.01
6242,3,358,4176,36.99,242.5,0.01
6243,8,1407,4086,4.3500000000000005,242.5,0.01
6244,5,788,3996,24.51,242.72727272727272,0.01
6245,8,1408,4086,4.3500000000000005,243.33333333333334,0.01
6246,3,359,4176,36.99,243.75,0.01
6247,8,1409,5175,3.63,241.0,0.01
6248,2,249,6174,99.92,229.6875,0.01
6249,6,942,7173,13.47,218.0,0.01
6250,4,1463,6264,29.79,227.5,0.01
6251,6,943,5265,5.91,241.5,0.01
6252,4,1464,4266,1.47,245.0,0.01
6253,3,360,4176,36.99,245.0,0.01
6254,8,1410,4086,4.3500000000000005,244.16666666666666,0.01
6255,5,789,3996,24.51,244.0909090909091,0.01
6256,8,1411,4086,4.3500000000000005,245.0,0.01
6257,8,1412,5085,4.83,241.5,0.01
6258,8,1413,6084,4.83,230.25,0.01
6259,4,1465,7083,4.3500000000000005,215.83333333333334,0.01
6260,5,790,6354,19.95,226.875,0.01
6261,6,944,5355,11.790000000000001,243.0,0.01
6262,5,791,4356,0.39,250.0,0.01
6263,4,1466,4266,1.47,247.5,0.01
6265,8,1414,4086,4.3500000000000005,245.83333333333334,0.01
6266,5,792,3996,24.51,245.45454545454547,0.01
6267,7,1033,4995,2.83,241.71428571428572,0.01
6268,7,1034,5994,7.79,228.97058823529412,0.01
6269,5,793,6993,2.43,213.0,0.01
6270,4,1467,7353,2.19,211.66666666666666,0.01
6271,5,794,6354,19.95,228.75,0.01
